id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6499,Belém 1 Bedroom Historical Apartment,14455,Bruno,Lisboa,Belm,38.6975,-9.19768,Entire home/apt,35,4,77,2024-09-24,0.61,1,324,14,
25659,Heart of Alfama - Le cœur d'Alfama (3 people),107347,Ellie,Lisboa,Santa Maria Maior,38.71241,-9.12706,Entire home/apt,78,2,215,2024-11-11,1.66,1,323,16,56539/AL.
29396,Alfama Hill - Boutique apartment,126415,Mónica,Lisboa,Santa Maria Maior,38.71156,-9.12987,Entire home/apt,63,2,407,2024-11-16,2.66,1,291,23,28737/AL
29720,TheHOUSE - Your luxury home,128075,Francisco,Lisboa,Estrela,38.71108,-9.15979,Entire home/apt,984,2,140,2024-11-30,0.82,1,268,22,55695/AL
29915,Modern and Spacious Apartment in Lisboa,128890,Sara,Lisboa,Avenidas Novas,38.74606,-9.15358,Entire home/apt,100,6,61,2024-05-20,0.35,1,57,2,85851/AL.
33348,Happy Season,144484,Bruno,Lisboa,Lumiar,38.76427,-9.15301,Private room,40,1,2,2011-07-22,0.01,1,290,0,
42519,Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º,136230,David,Lisboa,Misericrdia,38.71062,-9.149,Entire home/apt,60,1,201,2024-11-11,1.25,7,274,17,81551/AL
48025,Apartment for renting  in Lisbon,218778,José,Lisboa,Misericrdia,38.71195,-9.14463,Entire home/apt,95,7,47,2024-11-23,0.29,9,336,14,66950/AL
48854,3BR in historical Sintra chalet,222551,Dagmar,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8038,-9.3797,Entire home/apt,150,3,49,2024-11-26,0.43,1,11,3,7884/AL
50108,Duplex do Pipas,229376,Pipas,Lisboa,Estrela,38.70388,-9.16546,Entire home/apt,120,2,30,2019-11-05,0.19,2,0,0,
76132,Romantic & Renewed 1 bedroom Apartment @ Campolide,405842,Augusto,Lisboa,Campolide,38.72878,-9.16409,Entire home/apt,49,3,45,2024-06-26,0.58,8,361,10,78247/AL
83700,Cascais view space swimming pool 4 p,456477,Claudio,Cascais,Cascais e Estoril,38.70018,-9.43272,Entire home/apt,55,3,283,2024-11-18,1.70,1,244,37,2729/AL
83933,Charming flat with terrace in Graça,335614,Sebastien,Lisboa,So Vicente,38.72092115283526,-9.128046411596074,Entire home/apt,45,2,305,2024-11-25,1.88,1,153,26,60551/AL
84599,"LV Premier Baixa PR1- Elevator, Balcony, AC, View",181902,Jose Luz,Lisboa,Santa Maria Maior,38.7106,-9.13689,Entire home/apt,213,1,91,2024-07-04,0.60,19,286,3,8954/AL
85105,Quarto com Graça a 5 min metro intendente,462741,Mafalda,Lisboa,Santa Maria Maior,38.71784,-9.13492,Private room,65,3,57,2024-10-15,2.56,1,179,17,
89015,Lisbon Cottage - Principe Real,485573,Justo,Lisboa,Misericrdia,38.71373,-9.1483,Entire home/apt,60,3,103,2024-11-15,0.64,1,351,24,88834/AL
91282,Lovely apartment in Estrela,133304,Maria,Lisboa,Campo de Ourique,38.71879,-9.15853,Entire home/apt,100,7,13,2024-06-30,0.41,1,149,5,5478/AL
95212,BIG 3 BD CHARM&LIGHT #greenstreet,502806,Kathia,Lisboa,Misericrdia,38.70901,-9.15158,Entire home/apt,,3,78,2023-05-29,0.52,1,2,0,
299321,Central Apartment & 360º Terrace,9416641,Sandra & Sofia,Lisboa,Santo Antnio,38.7213,-9.14437,Entire home/apt,80,3,728,2024-12-01,4.66,1,299,49,2156/AL
301264,200yrs apart. - Balcony and WIFI! 2,1552056,Maria Simone,Lisboa,Arroios,38.72199,-9.14002,Entire home/apt,79,2,124,2024-11-09,0.83,7,77,11,36052/AL
301871,Heart of Lisbon: varanda and  A/C,1552056,Maria Simone,Lisboa,Santo Antnio,38.72419,-9.1474,Entire home/apt,89,3,155,2024-11-18,1.00,7,98,23,93932/AL
303692,200yr Duplex Apartment beside garden with lake,1552056,Maria Simone,Lisboa,Arroios,38.72138,-9.13945,Entire home/apt,79,1,191,2024-11-26,1.28,7,145,29,36052/AL
304025,"Apartment ""small and cozy"" - 4th floor",682628,Paulo Eduardo,Lisboa,Misericrdia,38.71308,-9.14514,Entire home/apt,185,365,21,2023-07-22,0.14,5,364,0,
306191,"Bairro Alto Cute Apartment, Central",1574678,Tiago,Lisboa,Misericrdia,38.71454,-9.14522,Entire home/apt,54,3,543,2024-11-27,3.52,1,335,44,61340/AL
307666,Confortable & contemporary - Expo,1582924,Paulo Jorge,Lisboa,Parque das Naes,38.77975,-9.09719,Entire home/apt,126,3,18,2024-08-17,0.13,1,288,1,722/AL
307683,"Alfama,Lisbon--Window of the World",727771,Susana,Lisboa,Santa Maria Maior,38.71143,-9.12778,Entire home/apt,55,4,465,2024-12-10,2.98,7,48,42,84334/AL
311040,até 4 p Alfama - Sé de Lisboa I,1599678,Patrícia,Lisboa,So Vicente,38.71392,-9.12704,Entire home/apt,88,7,54,2024-11-13,0.58,2,343,18,AL 1587
311047,Central - Alfama - Sé de Lisboa II,1599678,Patrícia,Lisboa,So Vicente,38.71426,-9.12844,Entire home/apt,90,3,115,2024-11-23,1.00,2,348,42,AL 1627
322284,LISBON HISTORICAL CITY CENTER APART,1650507,Jp,Lisboa,Santa Maria Maior,38.70989,-9.13637,Entire home/apt,107,3,463,2024-12-07,3.00,1,74,68,46752/AL
324364,Da Silva Surfcamp Areia Branca,1659960,Daniel,Lourinh,Lourinh e Atalaia,39.27423,-9.31898,Entire home/apt,455,1,6,2018-08-24,0.04,35,16,0,8651/AL
327945,Downtown Lisbon - Sunny and central,1675942,Patrícia,Lisboa,Santa Maria Maior,38.70943,-9.13722,Entire home/apt,71,2,628,2024-11-29,4.04,2,32,74,85271/AL
335344,Bairro Alto Vintage Apartment ! (90 m2),1707481,Patrícia,Lisboa,Misericrdia,38.71239,-9.14382,Entire home/apt,84,3,311,2024-12-09,2.06,1,278,59,30159/AL
336832,MyPlaceLisbon - Alfama River View Apartment,701650,MyPlaceLisbon,Lisboa,Santa Maria Maior,38.71248,-9.12961,Entire home/apt,111,2,200,2024-10-16,1.32,11,187,12,7114/AL
344035,Quiet flat in middle Bairro Alto,1730158,Aida,Lisboa,Misericrdia,38.71112,-9.14799,Entire home/apt,127,3,135,2024-11-13,1.25,1,106,25,52334/AL
348764,1 BR apartment in central Lisbon,1767259,Ricardo,Lisboa,Misericrdia,38.71207,-9.15127,Entire home/apt,57,3,333,2024-11-26,2.16,1,20,24,39408/AL
349459,S. Lourenço Street / Lisbon Center,1770472,André,Lisboa,Santa Maria Maior,38.71418,-9.13572,Entire home/apt,65,4,147,2024-11-20,0.95,1,132,14,19/AL
349971,BERNARDIM BEIGE IN CENTRAL LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72659,-9.14522,Entire home/apt,200,3,5,2017-11-01,0.05,7,2,0,AL15252
349974,BERNARDIM BLUE  IN CENTRAL LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72488,-9.14511,Entire home/apt,236,3,12,2024-01-01,0.08,7,340,1,AL15257
349975,BERNARDIM WHITE  IN LISBON,1466881,Victor,Lisboa,Santo Antnio,38.72541,-9.14519,Entire home/apt,134,3,12,2024-09-08,0.15,7,292,2,AL15252
351289,Casa de Pedra - CASAS DA MARIA,1779418,Teresa,Lourinh,Reguengo Grande,39.28958,-9.21641,Entire home/apt,100,5,87,2024-08-28,0.62,1,351,5,64585AL
354431,Casa da Saudade - Praça das Flores,1794425,Clara,Lisboa,Misericrdia,38.71546,-9.15077,Entire home/apt,165,6,207,2024-10-22,1.34,2,148,12,32096/AL
362009,VISIT LISBON,1829625,Ivone,Oeiras,Barcarena,38.73478,-9.28131,Private room,,30,0,,,1,0,0,
362562,Romantic 2 Bedrooms Apartment @ Campolide,405842,Augusto,Lisboa,Campolide,38.72733,-9.1638,Entire home/apt,85,7,44,2023-12-31,0.31,8,252,2,
379156,Apartment in Historic  Building,1039097,Try,Lisboa,Estrela,38.70498,-9.17156,Entire home/apt,65,3,28,2024-08-31,0.19,11,314,2,44076-AL
393700,Royal Prince House!Heart of Lisbon!,1593947,Nuno,Lisboa,Santo Antnio,38.71693,-9.148,Entire home/apt,115,4,49,2023-09-25,0.32,8,346,0,86359/AL
395874,Sunny apartment with a river view,1165468,Nuno,Lisboa,Misericrdia,38.70691,-9.14846,Entire home/apt,62,3,242,2024-11-14,1.58,1,164,27,88259/AL
396204,Fantastic Sea View in Ericeira,1731572,Luis Pedro,Mafra,Ericeira,38.98615,-9.41622,Entire home/apt,150,90,64,2020-10-15,0.46,1,106,0,
403760,Alfama 1 | Terrace Lisboa Vida Boa,1654712,Susanna,Lisboa,So Vicente,38.71337,-9.12548,Entire home/apt,89,3,206,2024-12-09,1.34,3,359,17,4498/AL
405876,Cascais Central Charming Duplex,2023076,Pedro,Cascais,Cascais e Estoril,38.69641,-9.42494,Entire home/apt,100,3,243,2024-11-18,1.64,3,213,36,
407623,Watch from your bed the river Tejo,2030219,Marta,Lisboa,So Vicente,38.71732,-9.13098,Entire home/apt,90,3,47,2023-08-17,0.30,1,231,0,
416929,A room at the República das bananas,2073678,Augusto,Lisboa,Arroios,38.73248,-9.13251,Private room,25,1,757,2024-12-08,5.03,2,337,95,62988/AL
417448,Cute and Cosy apartment in LISBON,2075804,Josie Georgia,Lisboa,Santo Antnio,38.71956,-9.14255,Entire home/apt,91,3,191,2024-11-04,1.25,1,225,35,56942/AL.
418945,Nice view over Tagus River @ Lisboa,2083563,Manuel,Lisboa,Belm,38.71156,-9.21046,Private room,820,1,2,2016-07-10,0.02,3,365,0,
424664,Lavanda House Swimming pool Garden,815805,Catarina,Cadaval,Cadaval e Pro Moniz,39.23805,-9.12181,Entire home/apt,95,3,135,2024-12-01,0.90,3,283,27,41833/AL
427653,Loft - Downtown / Castle - historic,2125391,Nuno,Lisboa,Santa Maria Maior,38.711,-9.13439,Entire home/apt,57,3,163,2024-10-27,1.09,2,174,5,7679/AL
428784,Great apartment in the Old Town Ii,914126,Martin,Lisboa,Santa Maria Maior,38.71155,-9.13645,Entire home/apt,215,1,141,2024-11-12,1.03,15,233,19,114240/AL
428785,Great apartment in the Old Town Iv,914126,Martin,Lisboa,Santa Maria Maior,38.7129,-9.13817,Entire home/apt,190,1,197,2024-10-12,1.40,15,303,9,114239/AL
429865,Chalet with swimming pool in Sintra,2136909,Pedro,Sintra,Colares,38.805931091308594,-9.472200393676758,Entire home/apt,74,1,273,2024-10-10,1.82,3,45,15,17354/AL
438431,Guest House Graça Castle. By Alfama,2101702,João,Lisboa,So Vicente,38.71431,-9.13043,Entire home/apt,63,4,530,2024-12-01,3.49,14,57,57,9480/AL
444996,Charming room for Lisbon lovers,2211068,Rui,Lisboa,Misericrdia,38.71441,-9.14908,Private room,80,3,383,2024-11-10,2.64,1,79,32,18541/AL
447832,Your home in Bairro Alto,2223892,Teresa + Andy,Lisboa,Misericrdia,38.7116263,-9.1461882,Entire home/apt,87,3,838,2024-12-06,5.46,1,235,68,21830/AL
449923,Estúdio11 Estoril - Piscina e Tenis,758277,Margarida,Cascais,Cascais e Estoril,38.70909,-9.40647,Entire home/apt,65,3,66,2023-12-14,0.44,2,75,0,37507/AL
451351,"LV Premier Baixa CN1- AC, elevator, central, views",181902,Jose Luz,Lisboa,Santa Maria Maior,38.70984,-9.13632,Entire home/apt,243,1,202,2024-10-30,1.40,19,317,23,8958/AL
454217,"Alfama IV, historic studio & smart check-in",2229758,Ulrik,Lisboa,Santa Maria Maior,38.71186,-9.12859,Entire home/apt,41,2,293,2024-11-28,1.92,7,283,20,28203/AL
454267,"´Sao Vicente I´- Eco-penthouse,best view in Lisbon",2229758,Ulrik,Lisboa,Santa Maria Maior,38.71292,-9.13002,Entire home/apt,41,2,355,2024-11-18,2.50,7,311,42,28089/AL
454298,"Alfama III, studio,french balcony & smart check-in",2229758,Ulrik,Lisboa,Santa Maria Maior,38.71191,-9.12864,Entire home/apt,42,2,388,2024-11-16,2.57,7,316,34,23796/AL
454306,"Alfama II, eco-penthouse with french balcony",2229758,Ulrik,Lisboa,Santa Maria Maior,38.71189,-9.12867,Entire home/apt,38,2,377,2024-11-29,2.67,7,311,59,28202/AL
454328,"Alfama I, eco-penthouse with view & french balcony",2229758,Ulrik,Lisboa,Santa Maria Maior,38.71189,-9.12867,Entire home/apt,42,2,418,2024-12-02,2.78,7,274,59,28201/AL
464021,"A Casa e o Mundo, peaceful to stay",2199291,Rosário,Cascais,Cascais e Estoril,38.69601,-9.42239,Private room,60,2,133,2024-11-15,0.87,2,236,32,9996001810163
473519,"Quarto charme Algés, entre a praia e a cidade.",940404,Alice,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.7056,-9.23021,Private room,55,2,38,2024-11-04,0.44,2,365,6,496571
474818,"CASTELO, ALFAMA - CASA MENINO DEUS    ( 53816/AL )",2353669,Jorge,Lisboa,Santa Maria Maior,38.71394,-9.13073,Entire home/apt,69,1,686,2024-12-04,4.74,1,235,97,53816/AL
478989,GreatStay Fanqueiros 5 Room 210 (Private Bathroom),862470,Great Stay,Lisboa,Santa Maria Maior,38.71135,-9.13616,Private room,63,1,137,2023-12-05,0.90,16,90,0,35089/AL
479093,"Excellent family home, come visit!",2372961,Ekk,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.76656,-9.36203,Private room,,1,0,,,1,0,0,
484157,Casa na Bica,2396948,José,Lisboa,Misericrdia,38.70962,-9.14739,Entire home/apt,,2,147,2018-10-24,0.97,1,0,0,
487394,Bright & cozy apartment in Alfama,2412046,Pedro,Lisboa,Santa Maria Maior,38.71268,-9.1278,Entire home/apt,52,6,402,2024-12-03,2.65,1,61,25,24017/AL
487633,Charming Apartment Mouraria Castelo,2412924,Michela,Lisboa,Santa Maria Maior,38.71376,-9.1364,Entire home/apt,82,3,529,2024-12-09,3.50,1,28,44,1368/AL
488241,TRV2- Quiet and Warm Historic Alfama with A/C,2396258,Paula & Eduardo,Lisboa,So Vicente,38.71433,-9.1264,Entire home/apt,151,1,112,2024-10-23,0.84,11,365,20,2819/AL
488694,TRV3 - glamour in Lisbon's historic center,2396258,Paula & Eduardo,Lisboa,So Vicente,38.71451,-9.12573,Entire home/apt,219,1,120,2024-10-23,0.79,11,332,20,10212/AL
489178,"Alfama Lisbon-""Windows to the Sun""",727771,Susana,Lisboa,Santa Maria Maior,38.71214,-9.12936,Entire home/apt,76,6,438,2024-11-13,2.88,7,107,38,40032/AL.
493274,The Flat with The View,2437170,Bruno,Lisboa,So Vicente,38.72068,-9.13157,Entire home/apt,128,2,798,2024-12-06,5.31,3,267,85,7617/AL
493438,CENTRAL 2 BED APT - Very cozy and typical!,2437658,Cristina,Lisboa,Penha de Frana,38.73067,-9.13103,Entire home/apt,73,3,38,2020-02-29,0.36,1,89,0,
495237,Renovated! Amazing Terraces in Alfama,2446180,Chiho & Nuno,Lisboa,So Vicente,38.7144,-9.12395,Entire home/apt,131,4,413,2024-12-01,2.73,12,197,47,53906/AL
496725,Among the gorse and the breeze,2453228,Claire,Sintra,So Joo das Lampas e Terrugem,38.84932,-9.45326,Entire home/apt,48,3,172,2024-12-09,1.40,1,128,9,10254/AL
497424,Alfama Apartment - Feel at Home,2455881,Fabien & Marcia,Lisboa,Santa Maria Maior,38.71066,-9.12902,Entire home/apt,57,2,474,2024-11-28,3.17,1,282,68,80380/AL
500107,"Santa Catarina, Lisbon Details",780618,Alexandre And Carolina,Lisboa,Misericrdia,38.71133,-9.14796,Entire home/apt,64,4,577,2024-11-28,3.80,5,126,54,24149/AL
502180,Bairro Alto apartment,218778,José,Lisboa,Misericrdia,38.71304,-9.14684,Entire home/apt,95,5,40,2024-09-19,0.27,9,158,6,
505372,"Nice room, nice family, nice view",2491484,Armando,Lisboa,Alvalade,38.75377,-9.14852,Private room,,1,5,2016-08-10,0.04,1,0,0,
505847,Great apartment in the Old Town V with terrace,914126,Martin,Lisboa,Santa Maria Maior,38.71271,-9.1376,Entire home/apt,199,1,156,2024-10-23,1.09,15,280,27,29852/AL
704203,Cozy apartment in Lisbon's center!,2445147,Miguel,Lisboa,Misericrdia,38.71095,-9.14837,Entire home/apt,69,2,124,2024-01-28,0.87,3,358,1,3356/AL
704462,"Prime location, private room, kitchenette and wc",332898,Sabina,Lisboa,Santa Maria Maior,38.70907,-9.13507,Private room,65,3,385,2024-11-24,2.70,7,306,38,
706077,Flat in the heart of Lisbon - Baixa,3628019,Filipa,Lisboa,Santa Maria Maior,38.71326,-9.13509,Entire home/apt,127,3,276,2024-10-24,1.86,1,345,23,12526/AL
707577,"3- Cozy Double Bed, Lisbon.Metro: Arroios",2958491,Jarbas,Lisboa,Arroios,38.73319,-9.13452,Private room,31,7,103,2024-05-26,0.72,5,181,17,29078/AL
97503,Lovely equipped flat in city centre,515924,Joel,Lisboa,Santo Antnio,38.72129,-9.1422,Private room,55,7,43,2024-09-21,0.26,16,178,2,
103252,BALCONY · Vila Berta,538753,André & Cristina,Lisboa,So Vicente,38.71838,-9.129015,Entire home/apt,98,2,176,2024-11-18,1.71,8,295,32,89565/AL
107159,Noite a bordo  barco Yatch Astinor,554343,José,Lisboa,Estrela,38.70065,-9.17491,Private room,360,1,0,,,1,365,0,
112497,Ocean View from The Sunny Flat,574017,Mateus,Cascais,Cascais e Estoril,38.69744,-9.4391,Entire home/apt,135,4,41,2024-10-21,0.25,1,284,8,
119120,Lapa 2Bdr with City and River Views,387186,Nuno,Lisboa,Estrela,38.70927,-9.16122,Entire home/apt,97,3,377,2024-11-17,2.32,4,43,37,6820/AL
122572,A confortable room in a nice place,614156,Isabel,Lisboa,So Domingos de Benfica,38.75643,-9.177,Private room,,1,0,,,1,0,0,
122998,Casa do Jardim,615634,Rita,Lisboa,Misericrdia,38.7127,-9.15215,Entire home/apt,88,4,112,2024-11-16,0.68,1,95,22,24263/AL
125835,Rent quarter,624965,Vanessa,Vila Franca De Xira,Vila Franca de Xira,38.95635,-9.00327,Private room,,1,0,,,1,0,0,
125848,Historical Alfama-Pantheon Charming 1 bed flat,624278,Isabelle,Lisboa,So Vicente,38.71478,-9.1241,Entire home/apt,59,3,163,2024-11-18,1.06,4,362,22,82014/AL
129786,House in Bairro Alto,626177,Maria Do Carmo,Lisboa,Misericrdia,38.70853,-9.14613,Entire home/apt,100,30,3,2011-08-30,0.02,1,324,0,
130708,Private Room in City Center,643374,Jesse James,Lisboa,Santa Maria Maior,38.71972,-9.13656,Private room,54,3,243,2024-11-04,1.49,2,353,17,
133645,A pleasure in Lisbon,656138,Juan,Lisboa,Santa Maria Maior,38.71091,-9.13251,Entire home/apt,67,2,474,2024-11-24,2.92,2,354,59,AL/6125
134438,The Oasis   Beautiful outside terrace and garden!,659768,Matt,Lisboa,So Vicente,38.71841,-9.1233,Entire home/apt,103,5,205,2023-11-11,1.26,2,179,0,60792/AL
135261,Lisbon City Center 2 Bedroom Apt,663233,Leo,Lisboa,Misericrdia,38.71298,-9.14541,Entire home/apt,90,2,362,2024-11-26,2.21,2,301,56,20021/AL
137054,A pleasure in Lisbon 2,656138,Juan,Lisboa,Santa Maria Maior,38.71236,-9.13129,Entire home/apt,63,2,372,2024-11-14,2.32,2,365,51,AL/6167
137461,Atalaia apartment,218778,José,Lisboa,Misericrdia,38.71395,-9.14603,Entire home/apt,95,5,24,2024-11-30,0.15,9,323,6,
138542,Dear Home ★ In the Heart of Lisbon,676330,Margarida,Lisboa,Santo Antnio,38.71673,-9.15375,Entire home/apt,145,4,83,2024-11-26,2.19,6,231,28,
138929,Regueira street Apartm 88 4floor Alfama - 28599/AL,677938,Diogo And Maria,Lisboa,Santa Maria Maior,38.71231,-9.12918,Entire home/apt,65,3,564,2024-11-23,3.45,1,267,53,28599/AL
138999,Apartamento Cathedral with River View,678222,Helena,Lisboa,Santa Maria Maior,38.71064,-9.13278,Entire home/apt,109,2,124,2024-08-23,0.77,3,70,4,23108 - AL
140080,Apartments in Lisbon city center 1º,682628,Paulo Eduardo,Lisboa,Misericrdia,38.71308,-9.14514,Entire home/apt,195,365,30,2022-07-25,0.19,5,365,0,2691/AL
141883,Gomes Freire Studio with Balcony,688914,Luis,Cascais,Cascais e Estoril,38.6961,-9.42215,Entire home/apt,91,1,58,2024-07-16,0.38,30,285,4,10955/AL
144851,MyPlaceLisbon - Bairro Alto Apartment,701650,MyPlaceLisbon,Lisboa,Misericrdia,38.71261,-9.14456,Entire home/apt,95,2,123,2024-12-01,0.76,11,189,12,10977/AL
148344,Casa do Celeiro (architect/artist house),716185,Mary,Sintra,Colares,38.78666,-9.46231,Entire home/apt,190,7,66,2024-08-25,0.44,1,267,4,34367
149274,"Sunny 1BR - Av. D. Carlos I, Lisbon",676330,Margarida,Lisboa,Misericrdia,38.70996,-9.15206,Entire home/apt,,4,155,2023-10-29,1.02,6,0,0,
149589,Refuge at the Heart of the Castle!,721565,Ana,Lisboa,Santa Maria Maior,38.71331,-9.13314,Entire home/apt,77,1,356,2024-11-28,2.26,3,149,69,31903/AL
155865,Great apartment in Lisbon!,749485,Ricardo,Lisboa,Alcntara,38.70546,-9.17579,Entire home/apt,80,2,245,2024-11-02,1.50,1,358,29,Registration Number: 12807/AL
161268,DPJ Romantic Jardim apt - LIFT! - Pr.REAL B. ALTO!,1554338,Sofia,Lisboa,Santo Antnio,38.71563,-9.1457,Entire home/apt,76,3,369,2024-12-12,2.35,1,356,39,149/AL
172455,Sunny apartment in the Heart of Lisbon,822877,Joao,Lisboa,Santa Maria Maior,38.71489,-9.13538,Entire home/apt,74,4,236,2024-09-02,1.46,2,83,5,45286/AL
172638,Duplex at old typical Lisbon - Alfama,823780,André,Lisboa,Santa Maria Maior,38.71112823486328,-9.129698753356934,Entire home/apt,99,3,567,2024-11-30,3.48,3,326,58,59682/AL
176153,The White House - Historical Center,842219,Inês & António,Lisboa,Misericrdia,38.70781,-9.1451,Entire home/apt,85,1,870,2024-12-06,5.35,2,317,43,
178515,Meet Lisboa on your foot,753902,Bruno,Lisboa,Santa Maria Maior,38.71133,-9.13093,Entire home/apt,65,3,261,2024-11-13,2.08,5,206,31,35038/AL
178524,Duplex central Apt with river view,753902,Bruno,Lisboa,Santa Maria Maior,38.71059,-9.13167,Entire home/apt,85,4,380,2024-11-28,2.35,5,158,49,86946/AL
179273,"Quarto c/ varanda, quadrado Tercena",544047,Sérgio,Oeiras,Barcarena,38.7469167,-9.2789757,Private room,23,1,17,2024-12-10,1.03,2,269,11,
186996,"Jasmim Apartment, in historic downtown!",899179,Beco Do Jasmim,Lisboa,Santa Maria Maior,38.7164,-9.13405,Entire home/apt,96,4,130,2024-10-11,1.27,3,15,17,23582/AL
187442,Alfama Balcony: Awesome Tagus View!,901710,"André, Ricardo & Luís",Lisboa,Santa Maria Maior,38.71095,-9.13192,Entire home/apt,106,2,612,2024-12-01,3.83,3,342,59,8023/AL
189676,Santa Catarina - City / river views,915146,Pedro,Lisboa,Misericrdia,38.70997,-9.14864,Entire home/apt,121,28,233,2023-11-18,1.48,1,0,0,19438AL
193321,"Great sunny flat, historical center",515924,Joel,Lisboa,Santo Antnio,38.71971,-9.14339,Private room,40,10,28,2024-08-22,0.17,16,214,2,
198480,Ideal to work from home; close to the Airport,640147,Ana,Lisboa,Lumiar,38.77596,-9.15101,Entire home/apt,,14,41,2024-07-30,0.40,1,0,1,61599/AL.
199461,Great Apartment in the Old Town Iii,914126,Martin,Lisboa,Santa Maria Maior,38.71095,-9.13673,Entire home/apt,190,1,228,2024-11-14,1.45,15,288,33,114187/AL
208683,Cozy central apartment with view,753902,Bruno,Lisboa,Santa Maria Maior,38.71052,-9.13365,Entire home/apt,60,3,124,2022-12-02,0.90,5,0,0,35037/AL
211614,"Studio12 Monte Estoril, Cascais -Pool and tennis",758277,Margarida,Cascais,Cascais e Estoril,38.71015,-9.40746,Entire home/apt,70,90,64,2022-08-03,0.42,2,175,0,59068/AL
211616,Beguinhos: A balcony over Lisbon,1091599,Francisco,Lisboa,Santa Maria Maior,38.71315,-9.12715,Entire home/apt,85,3,303,2024-12-01,2.01,1,15,29,25786/AL
214729,Lisboa alojamento de curta duração,1108485,Maria,Lisboa,Alvalade,38.74825,-9.1459,Private room,30,15,41,2024-05-25,0.35,2,183,2,
217281,Room near the University of Lisbon,1108485,Maria,Lisboa,Alvalade,38.74877,-9.1478,Private room,22,15,21,2024-11-02,0.43,2,184,6,6743/AL
218584,"Sea View  Apartment Almocageme, Sintra",1130719,Mario,Sintra,Colares,38.79286,-9.47899,Entire home/apt,,5,24,2021-09-09,0.19,1,0,0,11447/AL
220359,Zen Central Apartment,1142308,Rui,Lisboa,Avenidas Novas,38.73475,-9.15041,Entire home/apt,89,2,181,2024-10-19,1.17,1,359,10,121858/AL
227224,Cosy Alfama with Balcony & Wifi!,1185103,Gonçalo,Lisboa,Santa Maria Maior,38.71102,-9.12995,Entire home/apt,48,1,515,2024-12-01,3.51,1,264,65,31178/AL
229846,Alfama - Tiny penthouse  with a river view,624278,Isabelle,Lisboa,So Vicente,38.71478,-9.1241,Entire home/apt,69,3,224,2024-11-21,1.46,4,352,20,82021/AL
234910,Central Cascais Great Terrace 5 px,1230207,Rita,Cascais,Cascais e Estoril,38.69914,-9.41998,Entire home/apt,72,3,117,2024-11-18,0.74,1,174,8,57836/AL
249727,FAMILY HOUSE - DREAM SPOT - 2207/AL,1308681,Paulo,Sintra,Colares,38.840667724609375,-9.46168041229248,Entire home/apt,220,4,45,2024-08-05,0.30,1,324,5,2207/AL
250288,LISBON'S PERFECT LOCATION STUDIO,647439,Hugo,Lisboa,Santa Maria Maior,38.71379,-9.13521,Entire home/apt,52,7,489,2024-11-30,3.07,3,364,25,22027/AL
250491,3min to Rossio square. Cosy & Comfy with A/c.,1312785,Juan,Lisboa,Santa Maria Maior,38.71487,-9.14024,Entire home/apt,89,3,68,2023-11-16,0.45,12,244,0,2543/AL
250526,Trendy apartment - historic center,1313374,Joana,Lisboa,Misericrdia,38.71004,-9.15209,Entire home/apt,80,3,303,2024-11-28,1.90,6,328,58,77756/AL
252744,"Holiday House Lisbon, old town",1327000,Miguel/Mafalda,Lisboa,Misericrdia,38.71149,-9.15204,Entire home/apt,,4,69,2024-08-16,0.44,1,0,19,
257480,River View Apart in Alfama,152243043,Maria Joao Fragateiro De,Lisboa,So Vicente,38.71343,-9.12557,Entire home/apt,61,3,504,2024-11-24,3.19,16,260,67,56195/AL
257560,Top Loft w/ River view in authentic Alfama,1328660,Pedro,Lisboa,Santa Maria Maior,38.71081,-9.12816,Entire home/apt,110,2,355,2024-11-15,2.35,2,77,43,13495/AL
261733,"Cosy, Central & FreeWiFi BairroAlto",1373142,Sara And Sergio,Lisboa,Misericrdia,38.71165,-9.1463,Entire home/apt,117,3,393,2024-10-24,2.52,1,357,30,45101/AL
262251,Apartment in the center of Lisbon,1375871,Augusto,Lisboa,Avenidas Novas,38.7462,-9.15094,Private room,,1,0,,,1,0,0,
262616,Central Lisbon with Private Garden,996180,Filipe,Lisboa,Santo Antnio,38.718,-9.15466,Entire home/apt,189,3,93,2024-11-24,0.61,1,329,10,
266659,A private room in a charming place,1398359,Rodrigo,Lisboa,Misericrdia,38.71257,-9.1521,Private room,,2,6,2017-09-20,0.06,1,0,0,
267235,Apartment with garden in Lisbon,1039097,Try,Lisboa,Santo Antnio,38.72387,-9.15458,Entire home/apt,110,3,104,2024-08-01,0.68,11,341,6,44083-AL
270591,Spacious and family friendly villa at Lisbon coast,1416570,Iveta,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10639,-9.2355,Entire home/apt,286,2,55,2024-08-31,0.48,1,328,11,
